,Date,Sun,Moon,Mercury,Venus,Mars,Jupiter,Saturn,Uranus,Neptune,Pluto,North Node,True Node,Chiron,Ascendant,MC,Descendant,IC,Lilith,Ceres,Pallas,Juno,Vesta
773,1989-07-13 12:00:00,Cancer,Scorpio,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Capricorn
774,1989-07-13 18:00:00,Cancer,Scorpio,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Gemini,Aries,Virgo,Capricorn
775,1989-07-13 23:00:00,Cancer,Scorpio,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Pisces,Sagittarius,Virgo,Gemini,Libra,Gemini,Aries,Virgo,Capricorn
776,1989-07-14 06:00:00,Cancer,Scorpio,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Aries,Aquarius,Libra,Libra,Gemini,Aries,Virgo,Capricorn
777,1989-07-14 12:00:00,Cancer,Scorpio,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Capricorn
778,1989-07-14 18:00:00,Cancer,Sagittarius,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Gemini,Aries,Virgo,Capricorn
779,1989-07-14 23:00:00,Cancer,Sagittarius,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Pisces,Sagittarius,Virgo,Gemini,Libra,Gemini,Aries,Virgo,Capricorn
780,1989-07-15 06:00:00,Cancer,Sagittarius,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Aries,Aquarius,Libra,Libra,Gemini,Aries,Virgo,Capricorn
781,1989-07-15 12:00:00,Cancer,Sagittarius,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Capricorn
782,1989-07-15 18:00:00,Cancer,Sagittarius,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Gemini,Aries,Virgo,Capricorn
783,1989-07-15 23:00:00,Cancer,Sagittarius,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Pisces,Sagittarius,Virgo,Gemini,Libra,Gemini,Aries,Virgo,Capricorn
784,1989-07-16 06:00:00,Cancer,Sagittarius,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Aries,Aquarius,Libra,Libra,Gemini,Aries,Virgo,Capricorn
785,1989-07-16 12:00:00,Cancer,Sagittarius,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Capricorn
786,1989-07-16 18:00:00,Cancer,Sagittarius,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Gemini,Aries,Virgo,Capricorn
787,1989-07-16 23:00:00,Cancer,Capricorn,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Pisces,Sagittarius,Virgo,Gemini,Libra,Gemini,Aries,Virgo,Capricorn
788,1989-07-17 06:00:00,Cancer,Capricorn,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Aries,Aquarius,Libra,Libra,Gemini,Aries,Virgo,Capricorn
789,1989-07-17 12:00:00,Cancer,Capricorn,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Sagittarius
790,1989-07-17 18:00:00,Cancer,Capricorn,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Gemini,Aries,Virgo,Sagittarius
791,1989-07-17 23:00:00,Cancer,Capricorn,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
792,1989-07-18 06:00:00,Cancer,Capricorn,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Aries,Aquarius,Libra,Libra,Gemini,Aries,Virgo,Sagittarius
793,1989-07-18 12:00:00,Cancer,Capricorn,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Sagittarius
794,1989-07-18 18:00:00,Cancer,Capricorn,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Gemini,Aries,Virgo,Sagittarius
795,1989-07-18 23:00:00,Cancer,Capricorn,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
796,1989-07-19 06:00:00,Cancer,Aquarius,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Aries,Aquarius,Libra,Libra,Gemini,Aries,Virgo,Sagittarius
797,1989-07-19 12:00:00,Cancer,Aquarius,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Sagittarius
798,1989-07-19 18:00:00,Cancer,Aquarius,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Gemini,Aries,Virgo,Sagittarius
799,1989-07-19 23:00:00,Cancer,Aquarius,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
800,1989-07-20 06:00:00,Cancer,Aquarius,Cancer,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Aries,Aquarius,Libra,Libra,Gemini,Aries,Virgo,Sagittarius
801,1989-07-20 12:00:00,Cancer,Aquarius,Leo,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Sagittarius
802,1989-07-20 18:00:00,Cancer,Aquarius,Leo,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Gemini,Aries,Virgo,Sagittarius
803,1989-07-20 23:00:00,Cancer,Aquarius,Leo,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
804,1989-07-21 06:00:00,Cancer,Aquarius,Leo,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Aries,Aquarius,Libra,Libra,Gemini,Aries,Virgo,Sagittarius
805,1989-07-21 12:00:00,Cancer,Pisces,Leo,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Sagittarius
806,1989-07-21 18:00:00,Cancer,Pisces,Leo,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Gemini,Aries,Virgo,Sagittarius
807,1989-07-21 23:00:00,Cancer,Pisces,Leo,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
808,1989-07-22 06:00:00,Cancer,Pisces,Leo,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Aries,Aquarius,Libra,Libra,Gemini,Aries,Virgo,Sagittarius
809,1989-07-22 12:00:00,Cancer,Pisces,Leo,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Sagittarius
810,1989-07-22 18:00:00,Cancer,Pisces,Leo,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Gemini,Aries,Virgo,Sagittarius
811,1989-07-22 23:00:00,Leo,Pisces,Leo,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
812,1989-07-23 06:00:00,Leo,Pisces,Leo,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Aries,Aquarius,Libra,Libra,Gemini,Aries,Virgo,Sagittarius
813,1989-07-23 12:00:00,Leo,Aries,Leo,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Sagittarius
814,1989-07-23 18:00:00,Leo,Aries,Leo,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Gemini,Aries,Virgo,Sagittarius
815,1989-07-23 23:00:00,Leo,Aries,Leo,Leo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
816,1989-07-24 06:00:00,Leo,Aries,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Aries,Aquarius,Libra,Libra,Gemini,Aries,Virgo,Sagittarius
817,1989-07-24 12:00:00,Leo,Aries,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Sagittarius
818,1989-07-24 18:00:00,Leo,Aries,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Gemini,Aries,Virgo,Sagittarius
819,1989-07-24 23:00:00,Leo,Aries,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
820,1989-07-25 06:00:00,Leo,Aries,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Aries,Aquarius,Libra,Libra,Gemini,Aries,Virgo,Sagittarius
821,1989-07-25 12:00:00,Leo,Taurus,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Sagittarius
822,1989-07-25 18:00:00,Leo,Taurus,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Gemini,Aries,Virgo,Sagittarius
823,1989-07-25 23:00:00,Leo,Taurus,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
824,1989-07-26 06:00:00,Leo,Taurus,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Aries,Aquarius,Libra,Libra,Gemini,Aries,Virgo,Sagittarius
825,1989-07-26 12:00:00,Leo,Taurus,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Sagittarius
826,1989-07-26 18:00:00,Leo,Taurus,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Gemini,Aries,Virgo,Sagittarius
827,1989-07-26 23:00:00,Leo,Taurus,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
828,1989-07-27 06:00:00,Leo,Taurus,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Aries,Aquarius,Libra,Libra,Gemini,Aries,Virgo,Sagittarius
829,1989-07-27 12:00:00,Leo,Taurus,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Sagittarius
830,1989-07-27 18:00:00,Leo,Gemini,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Gemini,Aries,Virgo,Sagittarius
831,1989-07-27 23:00:00,Leo,Gemini,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
832,1989-07-28 06:00:00,Leo,Gemini,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Aries,Aquarius,Libra,Libra,Gemini,Aries,Virgo,Sagittarius
833,1989-07-28 12:00:00,Leo,Gemini,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Sagittarius
834,1989-07-28 18:00:00,Leo,Gemini,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Gemini,Aries,Virgo,Sagittarius
835,1989-07-28 23:00:00,Leo,Gemini,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
836,1989-07-29 06:00:00,Leo,Gemini,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Aries,Aquarius,Libra,Libra,Gemini,Aries,Virgo,Sagittarius
837,1989-07-29 12:00:00,Leo,Gemini,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Sagittarius
838,1989-07-29 18:00:00,Leo,Gemini,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Gemini,Aries,Virgo,Sagittarius
839,1989-07-29 23:00:00,Leo,Cancer,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
840,1989-07-30 06:00:00,Leo,Cancer,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Aries,Aquarius,Libra,Libra,Gemini,Aries,Virgo,Sagittarius
841,1989-07-30 12:00:00,Leo,Cancer,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Sagittarius
842,1989-07-30 18:00:00,Leo,Cancer,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Scorpio,Gemini,Taurus,Libra,Gemini,Aries,Virgo,Sagittarius
843,1989-07-30 23:00:00,Leo,Cancer,Leo,Virgo,Leo,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
844,1989-07-31 06:00:00,Leo,Cancer,Leo,Virgo,Leo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Taurus,Aquarius,Scorpio,Libra,Gemini,Aries,Virgo,Sagittarius
845,1989-07-31 12:00:00,Leo,Cancer,Leo,Virgo,Leo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Sagittarius
846,1989-07-31 18:00:00,Leo,Cancer,Leo,Virgo,Leo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Scorpio,Gemini,Taurus,Libra,Gemini,Aries,Virgo,Sagittarius
847,1989-07-31 23:00:00,Leo,Cancer,Leo,Virgo,Leo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
848,1989-08-01 06:00:00,Leo,Leo,Leo,Virgo,Leo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Taurus,Aquarius,Scorpio,Libra,Gemini,Aries,Virgo,Sagittarius
849,1989-08-01 12:00:00,Leo,Leo,Leo,Virgo,Leo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Sagittarius
850,1989-08-01 18:00:00,Leo,Leo,Leo,Virgo,Leo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Sagittarius,Scorpio,Gemini,Taurus,Libra,Gemini,Aries,Virgo,Sagittarius
851,1989-08-01 23:00:00,Leo,Leo,Leo,Virgo,Leo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
852,1989-08-02 06:00:00,Leo,Leo,Leo,Virgo,Leo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Taurus,Aquarius,Scorpio,Libra,Gemini,Aries,Virgo,Sagittarius
853,1989-08-02 12:00:00,Leo,Leo,Leo,Virgo,Leo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Sagittarius
854,1989-08-02 18:00:00,Leo,Leo,Leo,Virgo,Leo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Capricorn,Scorpio,Cancer,Taurus,Libra,Gemini,Aries,Virgo,Sagittarius
855,1989-08-02 23:00:00,Leo,Leo,Leo,Virgo,Leo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
856,1989-08-03 06:00:00,Leo,Leo,Leo,Virgo,Leo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Taurus,Aquarius,Scorpio,Libra,Gemini,Aries,Virgo,Sagittarius
857,1989-08-03 12:00:00,Leo,Virgo,Leo,Virgo,Leo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Gemini,Aries,Virgo,Sagittarius
858,1989-08-03 18:00:00,Leo,Virgo,Leo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Capricorn,Scorpio,Cancer,Taurus,Libra,Gemini,Aries,Virgo,Sagittarius
859,1989-08-03 23:00:00,Leo,Virgo,Leo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
860,1989-08-04 06:00:00,Leo,Virgo,Leo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Taurus,Aquarius,Scorpio,Libra,Gemini,Aries,Virgo,Sagittarius
861,1989-08-04 12:00:00,Leo,Virgo,Leo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Leo,Aries,Aquarius,Libra,Gemini,Aries,Virgo,Sagittarius
862,1989-08-04 18:00:00,Leo,Virgo,Leo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Capricorn,Scorpio,Cancer,Taurus,Libra,Gemini,Aries,Virgo,Sagittarius
863,1989-08-04 23:00:00,Leo,Virgo,Leo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
864,1989-08-05 06:00:00,Leo,Virgo,Virgo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Taurus,Aquarius,Scorpio,Libra,Gemini,Aries,Virgo,Sagittarius
865,1989-08-05 12:00:00,Leo,Virgo,Virgo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Leo,Aries,Aquarius,Libra,Gemini,Aries,Virgo,Sagittarius
866,1989-08-05 18:00:00,Leo,Virgo,Virgo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Capricorn,Scorpio,Cancer,Taurus,Libra,Gemini,Aries,Virgo,Sagittarius
867,1989-08-05 23:00:00,Leo,Libra,Virgo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
868,1989-08-06 06:00:00,Leo,Libra,Virgo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Taurus,Aquarius,Scorpio,Libra,Gemini,Aries,Virgo,Sagittarius
869,1989-08-06 12:00:00,Leo,Libra,Virgo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Leo,Aries,Aquarius,Libra,Gemini,Aries,Virgo,Sagittarius
870,1989-08-06 18:00:00,Leo,Libra,Virgo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Capricorn,Scorpio,Cancer,Taurus,Libra,Gemini,Aries,Virgo,Sagittarius
871,1989-08-06 23:00:00,Leo,Libra,Virgo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
872,1989-08-07 06:00:00,Leo,Libra,Virgo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Taurus,Aquarius,Scorpio,Libra,Gemini,Aries,Virgo,Sagittarius
873,1989-08-07 12:00:00,Leo,Libra,Virgo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Leo,Aries,Aquarius,Libra,Gemini,Aries,Virgo,Sagittarius
874,1989-08-07 18:00:00,Leo,Libra,Virgo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Capricorn,Scorpio,Cancer,Taurus,Libra,Gemini,Aries,Virgo,Sagittarius
875,1989-08-07 23:00:00,Leo,Libra,Virgo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
876,1989-08-08 06:00:00,Leo,Libra,Virgo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Taurus,Aquarius,Scorpio,Libra,Gemini,Aries,Virgo,Sagittarius
877,1989-08-08 12:00:00,Leo,Scorpio,Virgo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Libra,Leo,Aries,Aquarius,Libra,Gemini,Aries,Virgo,Sagittarius
878,1989-08-08 18:00:00,Leo,Scorpio,Virgo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Capricorn,Scorpio,Cancer,Taurus,Libra,Gemini,Aries,Virgo,Sagittarius
879,1989-08-08 23:00:00,Leo,Scorpio,Virgo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Gemini,Aries,Virgo,Sagittarius
880,1989-08-09 06:00:00,Leo,Scorpio,Virgo,Virgo,Virgo,Cancer,Capricorn,Capricorn,Capricorn,Scorpio,Aquarius,Aquarius,Cancer,Leo,Taurus,Aquarius,Scorpio,Libra,Gemini,Aries,Virgo,Sagittarius
